ISO,NAME,data,rcp,regnum,ssp,stat,tslice,year,value
QAT,Qatar,CDD,rcp60,139,SSP3,PopWeightAv,future,2080,3924.0
ROU,Romania,CDD,rcp60,140,SSP3,mean,future,2080,485.5
ROU,Romania,CDD,rcp60,140,SSP3,PopWeightAv,future,2080,550.5
RUS,Russian Federation,CDD,rcp60,141,SSP3,mean,future,2080,96.5
RUS,Russian Federation,CDD,rcp60,141,SSP3,PopWeightAv,future,2080,306.5
RWA,Rwanda,CDD,rcp60,142,SSP3,mean,future,2080,774.5
RWA,Rwanda,CDD,rcp60,142,SSP3,PopWeightAv,future,2080,714.0
SAU,Saudi Arabia,CDD,rcp60,143,SSP3,mean,future,2080,3254.5
SAU,Saudi Arabia,CDD,rcp60,143,SSP3,PopWeightAv,future,2080,3216.5
SDN,Sudan,CDD,rcp60,144,SSP3,mean,future,2080,3812.0
SDN,Sudan,CDD,rcp60,144,SSP3,PopWeightAv,future,2080,4097.0
SEN,Senegal,CDD,rcp60,145,SSP3,mean,future,2080,3706.0
SEN,Senegal,CDD,rcp60,145,SSP3,PopWeightAv,future,2080,3213.0
SGP,Singapore,CDD,rcp60,146,SSP3,mean,future,2080,
SGP,Singapore,CDD,rcp60,146,SSP3,PopWeightAv,future,2080,
SLB,Solomon Islands,CDD,rcp60,147,SSP3,mean,future,2080,2466.5
SLB,Solomon Islands,CDD,rcp60,147,SSP3,PopWeightAv,future,2080,2455.0
SLE,Sierra Leone,CDD,rcp60,148,SSP3,mean,future,2080,2996.5
SLE,Sierra Leone,CDD,rcp60,148,SSP3,PopWeightAv,future,2080,3004.0
SLV,El Salvador,CDD,rcp60,149,SSP3,mean,future,2080,2578.5
SLV,El Salvador,CDD,rcp60,149,SSP3,PopWeightAv,future,2080,2420.0
SOM,Somalia,CDD,rcp60,150,SSP3,mean,future,2080,3199.0
SOM,Somalia,CDD,rcp60,150,SSP3,PopWeightAv,future,2080,3225.0
SRB,Serbia,CDD,rcp60,151,SSP3,mean,future,2080,646.0
SRB,Serbia,CDD,rcp60,151,SSP3,PopWeightAv,future,2080,644.5
STP,Sao Tome and Principe,CDD,rcp60,152,SSP3,mean,future,2080,
STP,Sao Tome and Principe,CDD,rcp60,152,SSP3,PopWeightAv,future,2080,
SUR,Suriname,CDD,rcp60,153,SSP3,mean,future,2080,3020.5
SUR,Suriname,CDD,rcp60,153,SSP3,PopWeightAv,future,2080,3050.0
SVK,Slovakia,CDD,rcp60,154,SSP3,mean,future,2080,314.0
SVK,Slovakia,CDD,rcp60,154,SSP3,PopWeightAv,future,2080,342.0
SVN,Slovenia,CDD,rcp60,155,SSP3,mean,future,2080,360.0
SVN,Slovenia,CDD,rcp60,155,SSP3,PopWeightAv,future,2080,445.0
SWE,Sweden,CDD,rcp60,156,SSP3,mean,future,2080,26.0
SWE,Sweden,CDD,rcp60,156,SSP3,PopWeightAv,future,2080,63.0
SWZ,Swaziland,CDD,rcp60,157,SSP3,mean,future,2080,1242.5
SWZ,Swaziland,CDD,rcp60,157,SSP3,PopWeightAv,future,2080,1160.5
SYR,Syrian Arab Republic,CDD,rcp60,158,SSP3,mean,future,2080,1674.0
SYR,Syrian Arab Republic,CDD,rcp60,158,SSP3,PopWeightAv,future,2080,1605.5
TCD,Chad,CDD,rcp60,159,SSP3,mean,future,2080,3596.5
TCD,Chad,CDD,rcp60,159,SSP3,PopWeightAv,future,2080,3701.0
TGO,Togo,CDD,rcp60,160,SSP3,mean,future,2080,3311.0
TGO,Togo,CDD,rcp60,160,SSP3,PopWeightAv,future,2080,3262.0
THA,Thailand,CDD,rcp60,161,SSP3,mean,future,2080,3149.5
THA,Thailand,CDD,rcp60,161,SSP3,PopWeightAv,future,2080,3439.5
TJK,Tajikistan,CDD,rcp60,162,SSP3,mean,future,2080,307.5
TJK,Tajikistan,CDD,rcp60,162,SSP3,PopWeightAv,future,2080,891.0
TKM,Turkmenistan,CDD,rcp60,163,SSP3,mean,future,2080,1560.5
TKM,Turkmenistan,CDD,rcp60,163,SSP3,PopWeightAv,future,2080,1575.0
TLS,East Timor,CDD,rcp60,164,SSP3,mean,future,2080,2323.5
TLS,East Timor,CDD,rcp60,164,SSP3,PopWeightAv,future,2080,2286.5
TON,Tonga,CDD,rcp60,165,SSP3,mean,future,2080,
TON,Tonga,CDD,rcp60,165,SSP3,PopWeightAv,future,2080,
TTO,Trinidad and Tobago,CDD,rcp60,166,SSP3,mean,future,2080,2683.5
TTO,Trinidad and Tobago,CDD,rcp60,166,SSP3,PopWeightAv,future,2080,2688.0
TUN,Tunisia,CDD,rcp60,167,SSP3,mean,future,2080,1772.0
TUN,Tunisia,CDD,rcp60,167,SSP3,PopWeightAv,future,2080,1420.0
TUR,Turkey,CDD,rcp60,168,SSP3,mean,future,2080,618.5
TUR,Turkey,CDD,rcp60,168,SSP3,PopWeightAv,future,2080,712.5
TWN,Taiwan,CDD,rcp60,169,SSP3,mean,future,2080,970.5
TWN,Taiwan,CDD,rcp60,169,SSP3,PopWeightAv,future,2080,1276.5
TZA,United Republic of Tanzania,CDD,rcp60,170,SSP3,mean,future,2080,1822.5
TZA,United Republic of Tanzania,CDD,rcp60,170,SSP3,PopWeightAv,future,2080,1755.0
UGA,Uganda,CDD,rcp60,171,SSP3,mean,future,2080,2015.5
UGA,Uganda,CDD,rcp60,171,SSP3,PopWeightAv,future,2080,1831.0
UKR,Ukraine,CDD,rcp60,172,SSP3,mean,future,2080,431.5
UKR,Ukraine,CDD,rcp60,172,SSP3,PopWeightAv,future,2080,447.5
URY,Uruguay,CDD,rcp60,173,SSP3,mean,future,2080,622.0
URY,Uruguay,CDD,rcp60,173,SSP3,PopWeightAv,future,2080,437.5
USA,United States of America,CDD,rcp60,174,SSP3,mean,future,2080,599.0
USA,United States of America,CDD,rcp60,174,SSP3,PopWeightAv,future,2080,949.0
UZB,Uzbekistan,CDD,rcp60,175,SSP3,mean,future,2080,1244.5
UZB,Uzbekistan,CDD,rcp60,175,SSP3,PopWeightAv,future,2080,1169.0
VCT,Saint Vincent and the Grenadines,CDD,rcp60,176,SSP3,mean,future,2080,3091.0
VCT,Saint Vincent and the Grenadines,CDD,rcp60,176,SSP3,PopWeightAv,future,2080,3091.0
VEN,Venezuela,CDD,rcp60,177,SSP3,mean,future,2080,2831.5
VEN,Venezuela,CDD,rcp60,177,SSP3,PopWeightAv,future,2080,2629.0
VNM,Viet Nam,CDD,rcp60,178,SSP3,mean,future,2080,2426.5
VNM,Viet Nam,CDD,rcp60,178,SSP3,PopWeightAv,future,2080,2791.5
VUT,Vanuatu,CDD,rcp60,179,SSP3,mean,future,2080,1764.5
VUT,Vanuatu,CDD,rcp60,179,SSP3,PopWeightAv,future,2080,1762.5
WSM,Samoa,CDD,rcp60,180,SSP3,mean,future,2080,3058.0
WSM,Samoa,CDD,rcp60,180,SSP3,PopWeightAv,future,2080,3058.0
YEM,Yemen,CDD,rcp60,181,SSP3,mean,future,2080,2332.0
YEM,Yemen,CDD,rcp60,181,SSP3,PopWeightAv,future,2080,1663.5
ZAF,South Africa,CDD,rcp60,182,SSP3,mean,future,2080,901.5
ZAF,South Africa,CDD,rcp60,182,SSP3,PopWeightAv,future,2080,796.5
ZMB,Zambia,CDD,rcp60,183,SSP3,mean,future,2080,1774.5
ZMB,Zambia,CDD,rcp60,183,SSP3,PopWeightAv,future,2080,1674.0
ZWE,Zimbabwe,CDD,rcp60,184,SSP3,mean,future,2080,1588.0
ZWE,Zimbabwe,CDD,rcp60,184,SSP3,PopWeightAv,future,2080,1357.0
GUF,French Guiana,CDD,rcp60,185,SSP3,mean,future,2080,2836.5
GUF,French Guiana,CDD,rcp60,185,SSP3,PopWeightAv,future,2080,2712.0
SSD,South Sudan,CDD,rcp60,186,SSP3,mean,future,2080,3693.5
SSD,South Sudan,CDD,rcp60,186,SSP3,PopWeightAv,future,2080,3829.0
ESH,Western Sahara,CDD,rcp60,187,SSP3,mean,future,2080,2411.5
ESH,Western Sahara,CDD,rcp60,187,SSP3,PopWeightAv,future,2080,2145.0
GRL,Greenland,CDD,rcp60,188,SSP3,mean,future,2080,0.0
GRL,Greenland,CDD,rcp60,188,SSP3,PopWeightAv,future,2080,
PRK,North Korea,CDD,rcp60,189,SSP3,mean,future,2080,294.0
PRK,North Korea,CDD,rcp60,189,SSP3,PopWeightAv,future,2080,448.5
ABW,Aruba,CDD,rcp60,1,SSP3,mean,future,2090,
ABW,Aruba,CDD,rcp60,1,SSP3,PopWeightAv,future,2090,
AFG,Afghanistan,CDD,rcp60,2,SSP3,mean,future,2090,1300.0
AFG,Afghanistan,CDD,rcp60,2,SSP3,PopWeightAv,future,2090,1043.5
AGO,Angola,CDD,rcp60,3,SSP3,mean,future,2090,1726.0
AGO,Angola,CDD,rcp60,3,SSP3,PopWeightAv,future,2090,1537.5
ALB,Albania,CDD,rcp60,4,SSP3,mean,future,2090,618.5
ALB,Albania,CDD,rcp60,4,SSP3,PopWeightAv,future,2090,713.0
ARE,United Arab Emirates,CDD,rcp60,5,SSP3,mean,future,2090,3813.0
ARE,United Arab Emirates,CDD,rcp60,5,SSP3,PopWeightAv,future,2090,3711.5
ARG,Argentina,CDD,rcp60,6,SSP3,mean,future,2090,616.0
ARG,Argentina,CDD,rcp60,6,SSP3,PopWeightAv,future,2090,779.0
ARM,Armenia,CDD,rcp60,7,SSP3,mean,future,2090,451.0
ARM,Armenia,CDD,rcp60,7,SSP3,PopWeightAv,future,2090,512.5
AUS,Australia,CDD,rcp60,8,SSP3,mean,future,2090,2025.0
AUS,Australia,CDD,rcp60,8,SSP3,PopWeightAv,future,2090,597.0
AUT,Austria,CDD,rcp60,9,SSP3,mean,future,2090,241.5
AUT,Austria,CDD,rcp60,9,SSP3,PopWeightAv,future,2090,357.5
AZE,Azerbaijan,CDD,rcp60,10,SSP3,mean,future,2090,882.5
AZE,Azerbaijan,CDD,rcp60,10,SSP3,PopWeightAv,future,2090,982.5
BDI,Burundi,CDD,rcp60,11,SSP3,mean,future,2090,1327.5
BDI,Burundi,CDD,rcp60,11,SSP3,PopWeightAv,future,2090,1271.0
BEL,Belgium,CDD,rcp60,12,SSP3,mean,future,2090,244.0
BEL,Belgium,CDD,rcp60,12,SSP3,PopWeightAv,future,2090,232.5
BEN,Benin,CDD,rcp60,13,SSP3,mean,future,2090,3679.5
BEN,Benin,CDD,rcp60,13,SSP3,PopWeightAv,future,2090,3567.0
BFA,Burkina Faso,CDD,rcp60,14,SSP3,mean,future,2090,4090.0
BFA,Burkina Faso,CDD,rcp60,14,SSP3,PopWeightAv,future,2090,4078.0
BGD,Bangladesh,CDD,rcp60,15,SSP3,mean,future,2090,2929.0
BGD,Bangladesh,CDD,rcp60,15,SSP3,PopWeightAv,future,2090,2945.0
BGR,Bulgaria,CDD,rcp60,16,SSP3,mean,future,2090,601.0
BGR,Bulgaria,CDD,rcp60,16,SSP3,PopWeightAv,future,2090,608.5
BHR,Bahrain,CDD,rcp60,17,SSP3,mean,future,2090,
BHR,Bahrain,CDD,rcp60,17,SSP3,PopWeightAv,future,2090,
BHS,Bahamas,CDD,rcp60,18,SSP3,mean,future,2090,2051.0
BHS,Bahamas,CDD,rcp60,18,SSP3,PopWeightAv,future,2090,2397.0
BIH,Bosnia and Herzegovina,CDD,rcp60,19,SSP3,mean,future,2090,490.0
BIH,Bosnia and Herzegovina,CDD,rcp60,19,SSP3,PopWeightAv,future,2090,500.5
BLR,Belarus,CDD,rcp60,20,SSP3,mean,future,2090,275.5
BLR,Belarus,CDD,rcp60,20,SSP3,PopWeightAv,future,2090,279.5
BLZ,Belize,CDD,rcp60,21,SSP3,mean,future,2090,2596.5
BLZ,Belize,CDD,rcp60,21,SSP3,PopWeightAv,future,2090,2617.5
BOL,Bolivia,CDD,rcp60,22,SSP3,mean,future,2090,1957.0
BOL,Bolivia,CDD,rcp60,22,SSP3,PopWeightAv,future,2090,1723.0
BRA,Brazil,CDD,rcp60,23,SSP3,mean,future,2090,2961.0
BRA,Brazil,CDD,rcp60,23,SSP3,PopWeightAv,future,2090,1908.0
BRB,Barbados,CDD,rcp60,24,SSP3,mean,future,2090,
BRB,Barbados,CDD,rcp60,24,SSP3,PopWeightAv,future,2090,
BRN,Brunei Darussalam,CDD,rcp60,25,SSP3,mean,future,2090,2820.5
BRN,Brunei Darussalam,CDD,rcp60,25,SSP3,PopWeightAv,future,2090,2904.5
BTN,Bhutan,CDD,rcp60,26,SSP3,mean,future,2090,217.0
BTN,Bhutan,CDD,rcp60,26,SSP3,PopWeightAv,future,2090,1183.0
BWA,Botswana,CDD,rcp60,27,SSP3,mean,future,2090,2064.5
BWA,Botswana,CDD,rcp60,27,SSP3,PopWeightAv,future,2090,1807.0
CAF,Central African Republic,CDD,rcp60,28,SSP3,mean,future,2090,2953.5
CAF,Central African Republic,CDD,rcp60,28,SSP3,PopWeightAv,future,2090,2878.5
CAN,Canada,CDD,rcp60,29,SSP3,mean,future,2090,58.0
CAN,Canada,CDD,rcp60,29,SSP3,PopWeightAv,future,2090,310.0
CHE,Switzerland,CDD,rcp60,30,SSP3,mean,future,2090,152.5
CHE,Switzerland,CDD,rcp60,30,SSP3,PopWeightAv,future,2090,262.0
CHL,Chile,CDD,rcp60,31,SSP3,mean,future,2090,13.0
CHL,Chile,CDD,rcp60,31,SSP3,PopWeightAv,future,2090,51.5
CHN,China,CDD,rcp60,32,SSP3,mean,future,2090,571.0
CHN,China,CDD,rcp60,32,SSP3,PopWeightAv,future,2090,1135.5
CIV,Cote d'Ivoire,CDD,rcp60,33,SSP3,mean,future,2090,3213.0
CIV,Cote d'Ivoire,CDD,rcp60,33,SSP3,PopWeightAv,future,2090,3154.5
CMR,Cameroon,CDD,rcp60,34,SSP3,mean,future,2090,2667.0
CMR,Cameroon,CDD,rcp60,34,SSP3,PopWeightAv,future,2090,2626.0
COD,Dem. Rep. of the Congo,CDD,rcp60,35,SSP3,mean,future,2090,2613.5
COD,Dem. Rep. of the Congo,CDD,rcp60,35,SSP3,PopWeightAv,future,2090,2381.0
COG,Congo,CDD,rcp60,36,SSP3,mean,future,2090,2717.0
COG,Congo,CDD,rcp60,36,SSP3,PopWeightAv,future,2090,2814.0
COL,Colombia,CDD,rcp60,37,SSP3,mean,future,2090,2638.0
COL,Colombia,CDD,rcp60,37,SSP3,PopWeightAv,future,2090,1729.0
COM,Comoros,CDD,rcp60,38,SSP3,mean,future,2090,1985.5
COM,Comoros,CDD,rcp60,38,SSP3,PopWeightAv,future,2090,1985.5
CPV,Cape Verde,CDD,rcp60,39,SSP3,mean,future,2090,
CPV,Cape Verde,CDD,rcp60,39,SSP3,PopWeightAv,future,2090,
CRI,Costa Rica,CDD,rcp60,40,SSP3,mean,future,2090,2368.5
CRI,Costa Rica,CDD,rcp60,40,SSP3,PopWeightAv,future,2090,2033.0
CUB,Cuba,CDD,rcp60,41,SSP3,mean,future,2090,2569.5
CUB,Cuba,CDD,rcp60,41,SSP3,PopWeightAv,future,2090,2558.0
CYP,Cyprus,CDD,rcp60,42,SSP3,mean,future,2090,1268.0
CYP,Cyprus,CDD,rcp60,42,SSP3,PopWeightAv,future,2090,1328.0
CZE,Czech Republic,CDD,rcp60,43,SSP3,mean,future,2090,311.0
CZE,Czech Republic,CDD,rcp60,43,SSP3,PopWeightAv,future,2090,324.5
DEU,Germany,CDD,rcp60,44,SSP3,mean,future,2090,276.0
DEU,Germany,CDD,rcp60,44,SSP3,PopWeightAv,future,2090,299.0
DJI,Djibouti,CDD,rcp60,45,SSP3,mean,future,2090,3821.5
DJI,Djibouti,CDD,rcp60,45,SSP3,PopWeightAv,future,2090,3711.0
DNK,Denmark,CDD,rcp60,46,SSP3,mean,future,2090,91.0
DNK,Denmark,CDD,rcp60,46,SSP3,PopWeightAv,future,2090,96.0
DOM,Dominican Republic,CDD,rcp60,47,SSP3,mean,future,2090,2190.5
DOM,Dominican Republic,CDD,rcp60,47,SSP3,PopWeightAv,future,2090,2198.5
DZA,Algeria,CDD,rcp60,48,SSP3,mean,future,2090,2867.0
DZA,Algeria,CDD,rcp60,48,SSP3,PopWeightAv,future,2090,1272.0
ECU,Ecuador,CDD,rcp60,49,SSP3,mean,future,2090,1706.5
ECU,Ecuador,CDD,rcp60,49,SSP3,PopWeightAv,future,2090,2131.5
EGY,Egypt,CDD,rcp60,50,SSP3,mean,future,2090,2381.0
EGY,Egypt,CDD,rcp60,50,SSP3,PopWeightAv,future,2090,1839.5
ERI,Eritrea,CDD,rcp60,51,SSP3,mean,future,2090,3378.5
ERI,Eritrea,CDD,rcp60,51,SSP3,PopWeightAv,future,2090,2400.0
ESP,Spain,CDD,rcp60,52,SSP3,mean,future,2090,675.5
ESP,Spain,CDD,rcp60,52,SSP3,PopWeightAv,future,2090,736.0
EST,Estonia,CDD,rcp60,53,SSP3,mean,future,2090,120.0
EST,Estonia,CDD,rcp60,53,SSP3,PopWeightAv,future,2090,115.0
ETH,Ethiopia,CDD,rcp60,54,SSP3,mean,future,2090,2082.0
ETH,Ethiopia,CDD,rcp60,54,SSP3,PopWeightAv,future,2090,1066.0
FIN,Finland,CDD,rcp60,55,SSP3,mean,future,2090,45.5
FIN,Finland,CDD,rcp60,55,SSP3,PopWeightAv,future,2090,70.0
FJI,Fiji,CDD,rcp60,56,SSP3,mean,future,2090,1906.0
FJI,Fiji,CDD,rcp60,56,SSP3,PopWeightAv,future,2090,1743.0
FRA,France,CDD,rcp60,57,SSP3,mean,future,2090,382.5
FRA,France,CDD,rcp60,57,SSP3,PopWeightAv,future,2090,423.5
GAB,Gabon,CDD,rcp60,58,SSP3,mean,future,2090,2756.5
GAB,Gabon,CDD,rcp60,58,SSP3,PopWeightAv,future,2090,2812.5
GBR,United Kingdom,CDD,rcp60,59,SSP3,mean,future,2090,50.0
GBR,United Kingdom,CDD,rcp60,59,SSP3,PopWeightAv,future,2090,91.5
GEO,Georgia,CDD,rcp60,60,SSP3,mean,future,2090,430.0
GEO,Georgia,CDD,rcp60,60,SSP3,PopWeightAv,future,2090,610.5
GHA,Ghana,CDD,rcp60,61,SSP3,mean,future,2090,3543.0
GHA,Ghana,CDD,rcp60,61,SSP3,PopWeightAv,future,2090,3450.0
GIN,Guinea,CDD,rcp60,62,SSP3,mean,future,2090,3028.0
GIN,Guinea,CDD,rcp60,62,SSP3,PopWeightAv,future,2090,2906.5
GMB,Gambia,CDD,rcp60,63,SSP3,mean,future,2090,3451.5
GMB,Gambia,CDD,rcp60,63,SSP3,PopWeightAv,future,2090,3374.5
GNB,Guinea-Bissau,CDD,rcp60,64,SSP3,mean,future,2090,3221.5
GNB,Guinea-Bissau,CDD,rcp60,64,SSP3,PopWeightAv,future,2090,3264.5
GNQ,Equatorial Guinea,CDD,rcp60,65,SSP3,mean,future,2090,2324.5
GNQ,Equatorial Guinea,CDD,rcp60,65,SSP3,PopWeightAv,future,2090,2295.5
GRC,Greece,CDD,rcp60,66,SSP3,mean,future,2090,762.0
GRC,Greece,CDD,rcp60,66,SSP3,PopWeightAv,future,2090,838.0
GTM,Guatemala,CDD,rcp60,67,SSP3,mean,future,2090,2221.5
GTM,Guatemala,CDD,rcp60,67,SSP3,PopWeightAv,future,2090,1442.5
GUY,Guyana,CDD,rcp60,68,SSP3,mean,future,2090,3139.5
GUY,Guyana,CDD,rcp60,68,SSP3,PopWeightAv,future,2090,3231.5
HKG,"China, Hong Kong SAR",CDD,rcp60,69,SSP3,mean,future,2090,2136.0
HKG,"China, Hong Kong SAR",CDD,rcp60,69,SSP3,PopWeightAv,future,2090,2136.0
HND,Honduras,CDD,rcp60,70,SSP3,mean,future,2090,2169.0
HND,Honduras,CDD,rcp60,70,SSP3,PopWeightAv,future,2090,1906.5
HRV,Croatia,CDD,rcp60,71,SSP3,mean,future,2090,648.0
HRV,Croatia,CDD,rcp60,71,SSP3,PopWeightAv,future,2090,689.5
HTI,Haiti,CDD,rcp60,72,SSP3,mean,future,2090,2362.5
HTI,Haiti,CDD,rcp60,72,SSP3,PopWeightAv,future,2090,2411.0
HUN,Hungary,CDD,rcp60,73,SSP3,mean,future,2090,613.5
HUN,Hungary,CDD,rcp60,73,SSP3,PopWeightAv,future,2090,598.0
IDN,Indonesia,CDD,rcp60,74,SSP3,mean,future,2090,2803.0
IDN,Indonesia,CDD,rcp60,74,SSP3,PopWeightAv,future,2090,2996.0
IND,India,CDD,rcp60,75,SSP3,mean,future,2090,2781.0
IND,India,CDD,rcp60,75,SSP3,PopWeightAv,future,2090,3036.0
IRL,Ireland,CDD,rcp60,76,SSP3,mean,future,2090,10.5
IRL,Ireland,CDD,rcp60,76,SSP3,PopWeightAv,future,2090,13.5
IRN,Iran (Islamic Republic of),CDD,rcp60,77,SSP3,mean,future,2090,1856.5
IRN,Iran (Islamic Republic of),CDD,rcp60,77,SSP3,PopWeightAv,future,2090,1517.0
IRQ,Iraq,CDD,rcp60,78,SSP3,mean,future,2090,2823.0
IRQ,Iraq,CDD,rcp60,78,SSP3,PopWeightAv,future,2090,2963.0
ISL,Iceland,CDD,rcp60,79,SSP3,mean,future,2090,0.0
ISL,Iceland,CDD,rcp60,79,SSP3,PopWeightAv,future,2090,
ISR,Israel,CDD,rcp60,80,SSP3,mean,future,2090,1633.0
ISR,Israel,CDD,rcp60,80,SSP3,PopWeightAv,future,2090,1502.0
ITA,Italy,CDD,rcp60,81,SSP3,mean,future,2090,606.5
ITA,Italy,CDD,rcp60,81,SSP3,PopWeightAv,future,2090,695.5
JAM,Jamaica,CDD,rcp60,82,SSP3,mean,future,2090,2374.0
JAM,Jamaica,CDD,rcp60,82,SSP3,PopWeightAv,future,2090,2222.0
JOR,Jordan,CDD,rcp60,83,SSP3,mean,future,2090,1667.0
JOR,Jordan,CDD,rcp60,83,SSP3,PopWeightAv,future,2090,1469.5
JPN,Japan,CDD,rcp60,84,SSP3,mean,future,2090,561.5
JPN,Japan,CDD,rcp60,84,SSP3,PopWeightAv,future,2090,802.5
KAZ,Kazakhstan,CDD,rcp60,85,SSP3,mean,future,2090,736.0
KAZ,Kazakhstan,CDD,rcp60,85,SSP3,PopWeightAv,future,2090,655.5
KEN,Kenya,CDD,rcp60,86,SSP3,mean,future,2090,2652.0
KEN,Kenya,CDD,rcp60,86,SSP3,PopWeightAv,future,2090,1297.0
KGZ,Kyrgyzstan,CDD,rcp60,87,SSP3,mean,future,2090,100.0
KGZ,Kyrgyzstan,CDD,rcp60,87,SSP3,PopWeightAv,future,2090,282.0
KHM,Cambodia,CDD,rcp60,88,SSP3,mean,future,2090,3455.0
KHM,Cambodia,CDD,rcp60,88,SSP3,PopWeightAv,future,2090,3604.5
KOR,Republic of Korea,CDD,rcp60,89,SSP3,mean,future,2090,666.5
KOR,Republic of Korea,CDD,rcp60,89,SSP3,PopWeightAv,future,2090,774.5
KWT,Kuwait,CDD,rcp60,90,SSP3,mean,future,2090,3690.0
KWT,Kuwait,CDD,rcp60,90,SSP3,PopWeightAv,future,2090,3739.5
LAO,Lao People's Dem. Republic,CDD,rcp60,91,SSP3,mean,future,2090,2374.5
LAO,Lao People's Dem. Republic,CDD,rcp60,91,SSP3,PopWeightAv,future,2090,2623.0
LBN,Lebanon,CDD,rcp60,92,SSP3,mean,future,2090,892.5
LBN,Lebanon,CDD,rcp60,92,SSP3,PopWeightAv,future,2090,881.5
LBR,Liberia,CDD,rcp60,93,SSP3,mean,future,2090,2746.0
LBR,Liberia,CDD,rcp60,93,SSP3,PopWeightAv,future,2090,2774.5
LBY,Libyan Arab Jamahiriya,CDD,rcp60,94,SSP3,mean,future,2090,2309.0
LBY,Libyan Arab Jamahiriya,CDD,rcp60,94,SSP3,PopWeightAv,future,2090,1681.0
LCA,St. Lucia,CDD,rcp60,95,SSP3,mean,future,2090,
LCA,St. Lucia,CDD,rcp60,95,SSP3,PopWeightAv,future,2090,
LKA,Sri Lanka,CDD,rcp60,96,SSP3,mean,future,2090,3156.5
LKA,Sri Lanka,CDD,rcp60,96,SSP3,PopWeightAv,future,2090,2882.0
LSO,Lesotho,CDD,rcp60,97,SSP3,mean,future,2090,172.5
LSO,Lesotho,CDD,rcp60,97,SSP3,PopWeightAv,future,2090,199.0
LTU,Lithuania,CDD,rcp60,98,SSP3,mean,future,2090,196.0
LTU,Lithuania,CDD,rcp60,98,SSP3,PopWeightAv,future,2090,198.0
LUX,Luxembourg,CDD,rcp60,99,SSP3,mean,future,2090,309.5
LUX,Luxembourg,CDD,rcp60,99,SSP3,PopWeightAv,future,2090,309.5
LVA,Latvia,CDD,rcp60,100,SSP3,mean,future,2090,152.5
LVA,Latvia,CDD,rcp60,100,SSP3,PopWeightAv,future,2090,160.0
MAC,Macau,CDD,rcp60,101,SSP3,mean,future,2090,
MAC,Macau,CDD,rcp60,101,SSP3,PopWeightAv,future,2090,
MAR,Morocco,CDD,rcp60,102,SSP3,mean,future,2090,1294.5
MAR,Morocco,CDD,rcp60,102,SSP3,PopWeightAv,future,2090,985.5
MDA,Republic of Moldova,CDD,rcp60,103,SSP3,mean,future,2090,536.0
MDA,Republic of Moldova,CDD,rcp60,103,SSP3,PopWeightAv,future,2090,534.5
MDG,Madagascar,CDD,rcp60,104,SSP3,mean,future,2090,1630.5
MDG,Madagascar,CDD,rcp60,104,SSP3,PopWeightAv,future,2090,1218.0
MDV,Maldives,CDD,rcp60,105,SSP3,mean,future,2090,0.0
MDV,Maldives,CDD,rcp60,105,SSP3,PopWeightAv,future,2090,
MEX,Mexico,CDD,rcp60,106,SSP3,mean,future,2090,1669.5
MEX,Mexico,CDD,rcp60,106,SSP3,PopWeightAv,future,2090,1137.5
MKD,TFYR Macedonia,CDD,rcp60,107,SSP3,mean,future,2090,569.0
MKD,TFYR Macedonia,CDD,rcp60,107,SSP3,PopWeightAv,future,2090,541.5
MLI,Mali,CDD,rcp60,108,SSP3,mean,future,2090,4349.5
MLI,Mali,CDD,rcp60,108,SSP3,PopWeightAv,future,2090,4131.0
MLT,Malta,CDD,rcp60,109,SSP3,mean,future,2090,
MLT,Malta,CDD,rcp60,109,SSP3,PopWeightAv,future,2090,
MMR,Myanmar,CDD,rcp60,110,SSP3,mean,future,2090,2218.5
MMR,Myanmar,CDD,rcp60,110,SSP3,PopWeightAv,future,2090,2941.5
MNE,Montenegro,CDD,rcp60,111,SSP3,mean,future,2090,343.0
MNE,Montenegro,CDD,rcp60,111,SSP3,PopWeightAv,future,2090,346.5
MNG,Mongolia,CDD,rcp60,112,SSP3,mean,future,2090,237.5
MNG,Mongolia,CDD,rcp60,112,SSP3,PopWeightAv,future,2090,163.0
MOZ,Mozambique,CDD,rcp60,113,SSP3,mean,future,2090,2336.5
MOZ,Mozambique,CDD,rcp60,113,SSP3,PopWeightAv,future,2090,2303.5
MRT,Mauritania,CDD,rcp60,114,SSP3,mean,future,2090,4167.0
MRT,Mauritania,CDD,rcp60,114,SSP3,PopWeightAv,future,2090,4160.0
MUS,Mauritius,CDD,rcp60,115,SSP3,mean,future,2090,1658.5
MUS,Mauritius,CDD,rcp60,115,SSP3,PopWeightAv,future,2090,1658.5
MWI,Malawi,CDD,rcp60,116,SSP3,mean,future,2090,1797.5
MWI,Malawi,CDD,rcp60,116,SSP3,PopWeightAv,future,2090,1764.0
MYS,Malaysia,CDD,rcp60,117,SSP3,mean,future,2090,2606.5
MYS,Malaysia,CDD,rcp60,117,SSP3,PopWeightAv,future,2090,2863.5
NAM,Namibia,CDD,rcp60,118,SSP3,mean,future,2090,1479.0
NAM,Namibia,CDD,rcp60,118,SSP3,PopWeightAv,future,2090,1772.5
NCL,New Caledonia,CDD,rcp60,119,SSP3,mean,future,2090,1283.0
NCL,New Caledonia,CDD,rcp60,119,SSP3,PopWeightAv,future,2090,1253.0
NER,Niger,CDD,rcp60,120,SSP3,mean,future,2090,3994.5
